17-Jan-17 13:56	58.00
17-Jan-17 13:56	58.30
17-Jan-17 13:57	58.40
17-Jan-17 13:57	58.40
17-Jan-17 13:58	58.50
17-Jan-17 13:58	58.80
17-Jan-17 13:59	58.60
17-Jan-17 13:59	58.60
17-Jan-17 14:00	58.50
17-Jan-17 14:00	58.40
17-Jan-17 14:01	58.20
17-Jan-17 14:01	58.10
17-Jan-17 14:02	58.10
17-Jan-17 14:02	58.00
17-Jan-17 14:03	58.60
17-Jan-17 14:03	59.30
17-Jan-17 14:04	59.80
17-Jan-17 14:04	60.10
17-Jan-17 14:05	60.30
17-Jan-17 14:05	60.60
17-Jan-17 14:06	60.80
17-Jan-17 14:06	61.00
17-Jan-17 14:07	61.60
17-Jan-17 14:07	61.60
